Element;h_index;g_index;m_index;TC;NP;PY_start
NEGORO H;1;1;0,167;27;1;2017
NEHRU B;1;1;0,063;21;1;2007
NEILSON RP;1;1;0,125;26;1;2015
NEITSCH J;1;1;0,250;20;1;2019
NEJAD MG;1;1;0,143;13;1;2016
NEKIPELOV D;2;2;0,154;92;2;2010
NELISSEN K;1;1;0,083;7;1;2011
NELSON DR;1;1;0,250;6;1;2019
NELSON N;1;1;0,091;8;1;2012
NEMATBAKHSH MA;1;1;0,071;15;1;2009
NEMATI A;1;1;0,091;89;1;2012
NENKOVA A;1;1;0,091;8;1;2012
NEOFOTISTOS G;1;1;0,333;21;1;2020
NERI F;1;1;0,091;8;1;2012
NERI FM;2;2;0,118;46;2;2006
NESBITT K;1;1;0,125;6;1;2015
NESSLAGE GM;1;1;0,200;18;1;2018
NESTLER JM;1;1;0,059;18;1;2006
NETO AA;1;1;0,200;9;1;2018
NETO AJS;1;1;0,200;2;1;2018
NETO CR;1;1;0,167;22;1;2017
NEUGART M;1;1;0,250;19;1;2019
NEUGEBAUER R;1;1;0,111;24;1;2014
NEUMANN J;1;1;0,125;50;1;2015
NEUMANN M;2;3;0,154;13;3;2010
NEUPANE S;1;1;0,250;7;1;2019
NEW M;1;1;0,056;75;1;2005
NEWBOLD TR;1;1;0,333;2;1;2020
NEWSON T;1;1;0,500;1;1;2021
NEWTON MD;1;1;0,200;3;1;2018
NG HF;1;1;0,500;1;1;2021
NG J;1;1;0,250;2;1;2019
NG S;1;1;0,040;10;1;1998
NG TL;1;1;0,083;73;1;2011
NGAHANE BF;1;1;0,125;9;1;2015
NGO H;1;1;0,100;10;1;2013
NGO SI;1;1;0,125;17;1;2015
NGO T;1;1;0,200;39;1;2018
NGO VT;1;1;0,500;1;1;2021
NGUYEN C;1;1;0,167;17;1;2017
NGUYEN T;1;1;0,200;39;1;2018
NGUYEN TLU;1;1;0,045;311;1;2001
NGUYEN VH;1;1;0,500;2;1;2021
NGUYEN VV;1;1;0,091;6;1;2012
NGUYEN XM;1;1;0,250;6;1;2019
NGUYEN-HUU T;1;1;0,200;7;1;2018
NI AQ;1;1;0,167;7;1;2017
NI WW;1;1;0,111;48;1;2014
NICASSIO F;1;1;0,167;32;1;2017
NICHOLLS RJ;1;1;0,333;1;1;2020
NICOLAU DP;3;3;0,176;105;3;2006
NICOLESCU M;1;1;0,063;6;1;2007
NICOLIS SC;1;1;0,091;55;1;2012
NIE Y;1;1;0,333;1;1;2020
NIEDERMEIER D;1;1;0,083;47;1;2011
NIEKEN P;1;1;0,077;31;1;2010
NIELEK R;1;1;0,083;3;1;2011
NIELSEN A;1;1;0,333;5;1;2020
NIELSEN SM;1;1;0,200;7;1;2018
NIETO-BARAJAS LE;1;1;0,111;11;1;2014
NIKOLOV C;1;1;0,143;34;1;2016
NIKULIN G;1;1;0,143;6;1;2016
NILSSON F;1;1;0,059;57;1;2006
NING BD;1;1;0,167;13;1;2017
NING L;1;1;0,333;5;1;2020
NIOCHE A;1;2;0,200;4;2;2018
NIRENBURG S;1;1;0,091;12;1;2012
NISHI T;1;1;0,333;12;1;2020
NISHII K;1;1;0,500;3;1;2021
NISHIKURA N;1;1;0,100;20;1;2013
NISHIMOTO R;1;1;0,067;26;1;2008
NISHIMURA J;1;1;0,167;3;1;2017
NISHINO T;1;1;0,200;6;1;2018
NITSCH V;1;1;0,143;7;1;2016
NITTA H;1;1;0,250;2;1;2019
NIU B;1;1;0,067;11;1;2008
NIU HL;3;3;0,375;30;3;2015
NIU JW;1;1;0,500;53;1;2021
NIU L;2;2;0,200;10;2;2013
NIU Q;1;1;0,250;9;1;2019
NIU ZQ;1;1;0,500;8;1;2021
NOAL FC;1;1;0,500;1;1;2021
NOBLE J;2;2;0,154;48;2;2010
NOBLET CL;1;1;0,125;8;1;2015
NOBLET J;1;1;0,333;2;1;2020
NOE R;1;1;0,067;48;1;2008
NOELLE DC;1;1;0,091;6;1;2012
NOGAMI H;4;7;0,211;57;7;2004
NOGUCHI N;1;1;0,333;2;1;2020
NOGUERA JA;2;2;0,222;16;2;2014
NOH JD;1;1;0,056;13;1;2005
NOHAMA P;1;1;0,333;1;1;2020
NOLDEKE B;1;1;0,333;1;1;2020
NOLFI S;1;1;0,083;13;1;2011
NONG XZ;1;1;0,091;109;1;2012
NOOKABADI AS;1;1;0,071;26;1;2009
NOOR RM;1;1;0,111;31;1;2014
NOORIAN Z;1;1;0,143;6;1;2016
NOORMAN S;1;1;0,077;39;1;2010
NORAMBUENA A;1;1;0,333;2;1;2020
NORENA-CARO DA;1;1;0,333;8;1;2020
NORENZAYAN A;1;1;0,143;283;1;2016
NORIEGA P;1;1;0,143;5;1;2016
NORKIN M;1;1;0,143;8;1;2016
NORMAN TJ;1;1;0,045;5;1;2001
NORRIE DH;1;1;0,042;135;1;1999
NORRIS T;1;1;0,045;2;1;2001
NORTH MJ;2;2;0,111;125;2;2005
NOTARO I;1;1;0,333;6;1;2020
NOTINGHER P;1;1;0,250;4;1;2019
NOURI A;1;1;0,250;6;1;2019
NOURI Z;1;1;0,333;5;1;2020
NOVAIS P;1;1;0,200;12;1;2018
NOVELL A;1;1;0,071;21;1;2009
NOVINZADEH AB;1;1;0,167;21;1;2017
NOWAK A;1;1;0,250;8;1;2019
NOWAK MA;1;1;0,100;129;1;2013
NTAIMO L;1;1;0,071;39;1;2009
NUEVO-LOPEZ A;1;1;0,500;1;1;2021
NUNES A;1;1;0,125;1;1;2015
NUNES SC;1;1;0,500;1;1;2021
NUNN CL;2;2;0,182;137;2;2012
NURTAY A;1;1;0,500;6;1;2021
NUZHDIN SV;1;1;0,125;8;1;2015
NYE B;1;1;0,063;14;1;2007
O'BRIEN WD;1;1;0,083;24;1;2011
O'BRYAN LR;1;1;0,500;2;1;2021
O'DONNELL PV;1;1;0,143;8;1;2016
O'SULLIVAN D;1;1;0,200;5;1;2018
O'TOOLE E;1;1;0,167;3;1;2017
OBHI SS;1;1;0,100;5;1;2013
OCHIENG C;1;1;0,167;7;1;2017
OCHIENG M;1;1;0,167;7;1;2017
OCHIENG W;1;1;0,167;8;1;2017
OCHIENG WY;1;1;0,125;68;1;2015
ODEHNALOVA P;1;1;0,071;6;1;2009
ODHNER LU;1;1;0,077;13;1;2010
ODOR G;1;1;0,111;12;1;2014
ODORICO JS;1;1;0,167;1;1;2017
ODZIJEWICZ T;1;1;0,500;2;1;2021
OECHSLER BF;1;1;0,333;3;1;2020
OELZE M;1;1;0,083;10;1;2011
OESTEREICH AL;1;1;0,200;12;1;2018
OGASAWARA T;1;1;0,125;12;1;2015
OGOREVC B;1;1;0,059;64;1;2006
OH H;2;3;0,111;14;3;2005
OH HS;1;1;0,059;1;1;2006
OH JS;1;1;0,091;7;1;2012
OH SW;1;1;0,200;4;1;2018
OH YG;2;2;0,200;99;2;2013
OHASHI H;1;1;0,083;59;1;2011
OHATA W;1;1;0,333;4;1;2020
OHMAN P;1;1;0,333;5;1;2020
OHNO Y;1;1;0,333;2;1;2020
OHSHIMA M;3;3;0,176;113;3;2006
OHTA T;1;1;0,042;1;1;1999
OHTSUKI H;1;1;0,100;129;1;2013
OISHI Y;2;2;0,143;19;2;2009
OKADA A;1;1;0,042;8;1;1999
OKADA I;1;2;0,042;5;2;1999
OKER A;1;1;0,125;11;1;2015
OKLAND B;1;1;0,143;34;1;2016
OKUBO M;1;1;0,167;1;1;2017
OKUBO T;1;1;0,200;4;1;2018
OKURO T;1;1;0,167;28;1;2017
OLARU D;1;1;0,125;13;1;2015
OLDHAM M;1;1;0,250;1;1;2019
OLENDERSKI A;1;1;0,063;6;1;2007
OLIER JS;1;1;0,167;12;1;2017
OLIVA A;1;1;0,100;14;1;2013
OLIVARES-ARRIAGA A;1;1;0,200;4;1;2018
OLIVEIRA DFM;1;1;0,200;15;1;2018
OLIVEIRA E;1;1;0,111;4;1;2014
OLIVEIRA MLM;1;1;0,167;5;1;2017
OLIVEIRA SC;1;1;0,167;7;1;2017
OLIVEIRA T;1;1;0,077;52;1;2010
OLIVIERI AC;1;1;0,071;6;1;2009
OLSEN CS;2;2;0,222;151;2;2014
OLSEN KA;2;2;0,333;94;2;2017
OLSEN M;1;1;0,100;15;1;2013
OLSEVICOVA K;1;1;0,071;6;1;2009
OLSON DW;1;1;0,048;7;1;2002
OLSON JS;1;1;0,067;4;1;2008
OLSON RL;1;1;0,036;17;1;1995
OLSSON A;3;3;0,375;65;3;2015
OLSSON EJ;1;1;0,333;7;1;2020
OLSZEWSKI R;1;1;0,200;14;1;2018
OMBALLA V;1;1;0,167;7;1;2017
OMER I;1;1;0,056;20;1;2005
OMETTO J;1;1;0,250;9;1;2019
ONDOBAKA S;1;1;0,167;99;1;2017
ONGGO BSS;1;1;0,143;12;1;2016
ONNELA JP;1;1;0,250;9;1;2019
ONOZAKI T;1;1;0,067;3;1;2008
ONTANON S;1;1;0,143;3;1;2016
ONTANON-GARCIA LJ;1;1;0,100;4;1;2013
ONYANGO C;1;1;0,167;7;1;2017
OOMEN R;1;1;0,143;26;1;2016
OPHIR Y;1;1;0,111;17;1;2014
OPPENHEIMER J;1;1;0,077;5;1;2010
OPPENHEIMER M;1;1;0,500;8;1;2021
ORBANN C;1;1;0,250;1;1;2019
ORDUNA JM;1;1;0,111;6;1;2014
OREFICE RL;1;1;0,143;1;1;2016
OROSZ G;1;1;0,167;28;1;2017
ORR MG;2;2;0,200;49;2;2013
ORTEGA N;1;1;0,071;9;1;2009
ORTEGA-PEREZ G;1;1;0,200;36;1;2018
ORTIZ JP;1;1;0,125;2;1;2015
ORTIZ MIG;1;1;0,333;1;1;2020
ORTIZ-RIVERA W;1;1;0,111;7;1;2014
OSBORNE JL;1;1;0,200;29;1;2018
OSENBERG M;1;1;0,333;37;1;2020
OSGOOD ND;1;1;0,143;3;1;2016
OSSOWSKI S;1;1;0,143;5;1;2016
OSTERLIND K;1;1;0,031;6;1;1991
OSTMANN A;1;1;0,032;6;1;1992
OTEIZA-AGUIRRE N;1;1;0,111;16;1;2014
OTMANI L;1;1;0,250;2;1;2019
OTSUKI Y;1;1;0,056;32;1;2005
OU MY;1;1;0,167;8;1;2017
OUELLET JP;1;1;0,071;16;1;2009
OUELLETTE NT;1;1;0,111;29;1;2014
OUYANG H;1;1;0,167;13;1;2017
OUYANG XB;1;1;0,091;9;1;2012
OVERGAARD L;1;1;0,037;11;1;1996
OVERMARS M;1;1;0,091;53;1;2012
OWADALLY I;1;1;0,200;1;1;2018
OYAMA N;1;1;0,125;2;1;2015
OYARZUN JR;1;1;0,250;10;1;2019
OYELEKE RO;1;1;0,333;2;1;2020
OZTURK P;1;1;0,125;4;1;2015
PABARSKAITE I;1;1;0,111;7;1;2014
PABBA M;1;1;0,500;2;1;2021
PABST RJ;1;1;0,167;57;1;2017
PACELLA D;1;1;0,167;11;1;2017
PACI MAB;1;1;0,143;4;1;2016
PACKER C;1;1;0,125;12;1;2015
PACZKOWSKI MM;1;1;0,091;28;1;2012
PADGETT C;1;1;0,077;17;1;2010
PADILLA J;1;1;0,167;11;1;2017
PADILLA JJ;1;1;0,200;5;1;2018
PADILLA PBE;1;1;0,200;1;1;2018
PADILLA-JIMENEZ AC;1;1;0,111;7;1;2014
PAETZEL F;1;1;0,100;3;1;2013
PAFITI KS;1;1;0,077;28;1;2010
PAGANI A;1;1;0,500;1;1;2021
PAGELL M;1;1;0,333;3;1;2020
PAGELLO E;1;1;0,077;2;1;2010
PAGES-AREVALO C;1;1;0,083;10;1;2011
PAHL-WOSTL C;1;1;0,167;9;1;2017
PAIK E;1;1;0,143;14;1;2016
PAINE RW;1;1;0,067;26;1;2008
PAIVA A;1;2;0,125;12;2;2015
PAL T;1;1;0,033;10;1;1993
PALACIOS-NAVARRO G;2;2;0,250;28;2;2015
PALACIOS-PENA L;1;1;0,200;12;1;2018
PALASCAKOVA L;1;1;0,200;17;1;2018
PALAU R;1;1;0,333;12;1;2020
PALEARI AG;1;1;0,100;4;1;2013
PALKA P;1;1;0,200;14;1;2018
PALLAVICINI J;1;1;0,500;1;1;2021
PALLESCHI A;1;1;0,200;10;1;2018
PALLESCHI G;1;1;0,200;10;1;2018
PALMA-BEHNKE R;1;1;0,091;9;1;2012
PALMER R;1;1;0,042;358;1;1999
PALMER S;1;1;0,077;3;1;2010
PALMESE GR;1;1;0,071;41;1;2009
PALMINTERI S;1;1;0,200;3;1;2018
PALOMBI F;1;1;0,111;10;1;2014
PAMPALONI F;1;1;0,500;6;1;2021
PAN B;1;1;0,250;4;1;2019
PAN CC;1;1;0,250;4;1;2019
PAN CH;1;1;0,200;10;1;2018
PAN LG;1;1;0,200;7;1;2018
PAN W;1;1;0,333;6;1;2020
PAN WG;1;1;0,250;1;1;2019
PAN WJ;1;1;0,125;24;1;2015
PAN WY;1;1;0,250;4;1;2019
PAN YH;1;1;0,167;3;1;2017
PAN YJ;2;2;0,333;29;2;2017
PAN ZZ;1;1;0,091;10;1;2012
PANAHI-AZAR V;1;1;0,143;11;1;2016
PANCHAL JH;1;1;0,333;2;1;2020
PANDA MR;1;1;0,200;8;1;2018
PANELLA A;1;1;0,167;11;1;2017
PANG BX;1;1;0,333;10;1;2020
PANG SS;1;1;0,125;28;1;2015
PANG YS;1;1;0,048;45;1;2002
PANIAGUA-CONTRO P;1;1;0,143;11;1;2016
PANICHELLI P;1;1;0,125;28;1;2015
PANJA S;1;1;0,250;11;1;2019
PANNALA S;1;1;0,053;10;1;2004
PANNETIER NA;1;1;0,111;48;1;2014
PANOS E;1;1;0,250;4;1;2019
PANTOYA ML;1;1;0,143;14;1;2016
PANZARASA P;2;2;0,091;9;2;2001
PANZERI W;1;1;0,100;45;1;2013
PAOLUCCI M;1;1;0,100;8;1;2013
PAPACHRISTOS G;1;1;0,200;58;1;2018
PAPADOPOULOS J;1;1;0,200;18;1;2018
PAPANICOLAOU G;1;1;0,167;19;1;2017
PAPE S;1;1;0,167;20;1;2017
PAPINI GPR;1;1;0,333;1;1;2020
PAPLOSKI IAD;1;1;0,250;14;1;2019
PAPP G;1;1;0,111;2;1;2014
PARAMESHWARAN N;1;1;0,083;10;1;2011
PARASKEUOPOULOS S;1;1;0,100;11;1;2013
PARASURAMAN R;1;1;0,048;58;1;2002
PARDO I;1;1;0,200;10;1;2018
PARDO LM;1;1;0,143;3;1;2016
PARESCHI L;2;2;0,143;83;2;2009
PARHI DR;1;1;0,333;2;1;2020
PARILINA E;1;1;0,333;2;1;2020
PARISI D;1;1;0,063;12;1;2007
PARISI DR;2;2;0,182;92;2;2012
PARK BJ;1;1;0,111;6;1;2014
PARK CB;3;4;0,176;156;4;2006
PARK H;1;1;0,056;13;1;2005
PARK HY;1;1;0,091;21;1;2012
PARK J;3;4;0,143;80;4;2002
PARK JH;1;1;0,250;3;2;2019
PARK M;1;1;0,143;11;1;2016
PARK MC;2;2;0,250;10;2;2015
PARK SJ;2;2;0,133;186;2;2008
PARKER JA;1;1;0,048;548;1;2002
PARKER M;1;1;0,200;3;1;2018
PARMANANDA P;1;1;0,111;23;1;2014
PARR T;4;4;1,000;49;4;2019
PARROTT L;1;1;0,167;16;1;2017
PARSONS S;1;1;0,143;1;1;2016
PASOVIC M;1;1;0,083;29;1;2011
PASSERIEUX C;1;1;0,125;11;1;2015
PASSINO KM;1;1;0,200;6;1;2018
PASTOR-SATORRAS R;2;2;0,250;61;2;2015
PASTORE S;1;1;0,083;23;1;2011
PASTOUCHKOVA L;1;1;0,043;16;1;2000
PATEL D;1;1;0,125;7;1;2015
PATEL RA;1;1;0,333;5;1;2020
PATERNINA-ARBOLEDA CD;1;1;0,045;34;1;2001
PATRICKIOS CS;1;1;0,077;28;1;2010
PATRIE JT;1;1;0,250;2;1;2019
PATRONE F;1;1;0,067;23;1;2008
PATTERSON JH;1;1;0,031;10;1;1991
PATTERSON RE;1;1;0,250;1;1;2019
PATTERSON S;1;1;0,077;98;1;2010
PATTISON PE;1;1;0,091;35;1;2012
PATZEK TW;1;1;0,038;75;1;1997
PAUL MC;1;1;0,333;4;1;2020
PAUL ME;1;1;0,091;4;1;2012
PAUL W;1;1;0,059;53;1;2006
PAULSEN KD;1;1;0,333;4;1;2020
PAUNOVSKI O;1;1;0,071;7;1;2009
PAVARD B;1;1;0,143;1;1;2016
PAVELESCU M;1;1;0,077;4;1;2010
PAVON J;3;3;0,231;41;3;2010
PAWAR A;1;1;0,167;13;1;2017
PAYNE-JOHNSON C;1;1;0,045;12;1;2001
PAZ-SOLDAN VA;1;1;0,500;2;1;2021
PEAR VA;1;1;0,250;4;1;2019
PEARCE DJG;1;1;0,143;7;1;2016
PEARSON JM;2;2;0,500;8;2;2019
PECK T;1;1;0,250;10;1;2019
PEDERSEN AG;1;1;0,031;6;1;1991
PEDONE R;1;1;0,045;2;1;2001
PEDROSO LM;1;1;0,040;31;1;1998
PEDRYCZ W;1;1;0,143;23;1;2016
PEEBLES K;1;1;0,250;2;1;2019
PEFFER G;1;1;0,200;6;1;2018
PEGRAM SE;2;2;0,400;20;2;2018
PEI DD;1;1;0,091;9;1;2012
PEI HQ;2;2;0,400;17;2;2018
PEIRCE SM;3;4;0,188;112;4;2007
PEKLAK AD;1;1;0,059;8;1;2006
PELCKMANS K;1;1;0,167;3;1;2017
PELE M;1;1;0,250;2;1;2019
PELEKASIS N;2;2;0,333;10;2;2017
PELEKASIS NA;1;1;0,100;14;1;2013
PELISSE J;1;1;0,091;1;1;2012
PELTA DA;1;1;0,077;24;1;2010
PENA-GUILLEN V;1;1;0,250;1;1;2019
PENG C;2;3;0,333;9;3;2017
PENG DX;1;1;0,333;31;1;2020
PENG F;1;1;0,200;4;1;2018
PENG MG;1;1;0,250;16;1;2019
PENG MJ;1;1;0,167;2;1;2017
PENG RX;1;1;0,333;3;1;2020
PENG TC;1;1;0,063;19;1;2007
PENG XS;1;1;0,250;5;1;2019
PENG Y;2;3;0,333;89;3;2017
PENG YC;1;1;0,250;33;1;2019
PENG YX;1;1;0,250;59;1;2019
PENG ZH;1;1;0,250;9;1;2019
PENG ZX;4;5;0,571;113;5;2016
PENINGTON CJ;1;1;0,143;14;1;2016
PENN AS;1;1;0,111;2;1;2014
PENNARTZ CMA;1;1;0,200;8;1;2018
PENNY TD;1;1;0,200;29;1;2018
PEPPER C;1;1;0,077;3;1;2010
PERAZZO R;1;1;0,111;2;1;2014
PEREIRA AF;1;1;0,200;10;1;2018
PEREIRA C;1;1;0,111;1;1;2014
PEREIRA EA;1;1;0,200;18;1;2018
PEREIRA ED;1;1;0,143;9;1;2016
PEREIRA FH;1;1;0,200;16;1;2018
PEREIRA LM;1;1;0,125;6;1;2015
PEREMANS H;1;1;0,040;1;1;1998
PERES R;1;1;0,100;135;1;2013
PEREZ I;1;1;0,143;12;1;2016
PEREZ J;1;1;0,167;8;1;2017
PEREZ JF;1;1;0,125;16;1;2015
PEREZ JL;1;1;0,200;12;1;2018
PEREZ L;1;1;0,071;136;1;2009
PEREZ MA;1;1;0,143;9;1;2016
PEREZ MR;1;1;0,050;1;1;2003
PEREZ P;1;1;0,100;44;1;2013
PEREZ-ACLE T;1;1;0,333;2;1;2020
PEREZ-BREVA L;1;1;0,111;7;1;2014
PEREZ-DOMINGUEZ L;1;1;0,200;9;1;2018
PEREZ-ESCUDERO A;1;1;0,143;13;1;2016
PEREZ-FUENTES R;1;1;0,050;86;1;2003
PEREZ-GARCIA R;1;1;0,143;3;1;2016
PEREZ-LORENZO M;1;1;0,063;3;1;2007
PEREZ-VIEJO E;1;1;0,200;36;1;2018
PERIS A;1;1;0,200;14;1;2018
PERKINS TA;1;1;0,500;3;2;2021
PERNA A;1;1;0,091;55;1;2012
PERO AC;1;1;0,100;4;1;2013
PERRAM JW;1;1;0,037;11;1;1996
PERRAUDIN WRM;1;1;0,032;11;1;1992
PERRIN L;1;1;0,250;4;1;2019
PERRINET L;1;1;0,091;230;1;2012
PERRONE R;1;1;0,071;12;1;2009
PERRY GLW;1;1;0,200;5;1;2018
PERSINGER MA;1;1;0,032;8;1;1992
PERTHAME B;1;1;0,077;13;1;2010
PERUGINI M;1;1;0,077;26;1;2010
PERVEEN F;1;1;0,250;6;1;2019
PERVIN F;1;1;0,067;185;1;2008
PESCETELLI N;1;1;0,500;3;1;2021
PESTANA J;1;1;0,143;11;1;2016
PESZEK J;1;1;0,333;1;1;2020
PETER R;1;1;0,167;5;1;2017
PETERS A;1;1;0,250;11;1;2019
PETERS K;1;1;0,059;6;1;2006
PETERS M;1;1;0,143;45;1;2016
PETERSEN HG;1;1;0,037;11;1;1996
PETERSEN IR;1;1;0,333;21;1;2020
PETERSEN KL;1;1;0,050;44;1;2003
PETERSEN WP;1;1;0,100;12;1;2013
PETERSON C;1;1;0,500;1;1;2021
PETERSON DR;1;1;0,125;34;1;2015
PETERSON W;1;1;0,056;24;1;2005
PETIT D;1;1;0,333;12;1;2020
PETRILLO A;1;1;0,333;12;1;2020
PETROVIC T;1;1;0,333;1;1;2020
PEURICHARD D;1;1;0,200;8;1;2018
PEZZULO G;6;7;0,600;147;7;2013
PFALLER M;1;1;0,250;4;1;2019
PFAU J;1;1;0,100;28;1;2013
PFEFER TJ;1;1;0,059;87;1;2006
PFISTER A;1;1;0,050;8;1;2003
PHAN D;3;4;0,167;59;4;2005
PHELPS S;1;1;0,100;3;1;2013
PHILIP PA;1;1;0,111;58;1;2014
PHILIPP F;1;1;0,067;20;1;2008
PHILIPPIDES A;2;2;0,222;17;2;2014
PHILIPPIDIS TP;1;1;0,125;10;1;2015
PHILIPSON C;1;1;0,125;13;1;2015
PHILLIPS ME;1;1;0,111;2;1;2014
PHILLIPS OR;1;1;0,045;4;1;2001
PHILLIPS RB;1;1;0,083;10;1;2011
PHONEKEO S;1;1;0,143;11;1;2016
PHUNGSARA B;1;1;0,125;6;1;2015
PI RG;1;1;0,500;1;1;2021
PI X;1;1;0,167;3;1;2017
PIA G;2;2;0,250;70;2;2015
PIATECKI C;1;1;0,071;34;1;2009
PIAZZA F;1;1;0,077;3;1;2010
PICAULT S;1;1;0,143;2;1;2016
PICAZO O;1;1;0,033;66;1;1993
PICCHIONI F;1;1;0,333;6;1;2020
PICCOLI B;2;2;0,333;9;2;2017
PICKERING AE;1;1;0,250;23;1;2019
PICKHARDT M;1;1;0,111;21;1;2014
PIENTA KJ;1;1;0,059;66;1;2006
PIERA C;1;1;0,043;1;1;2000
PIERCE GN;1;1;0,063;10;1;2007
PIERRE S;1;1;0,063;14;1;2007
PIETSCH H;1;1;0,067;166;1;2008
PIGNOTTI E;1;1;0,063;6;1;2007
PILESJO P;1;1;0,200;3;1;2018
PILLA RS;1;1;0,056;4;1;2005
PILLANS RD;1;1;0,111;9;1;2014
PILLAY N;1;1;0,333;3;1;2020
PILLON C;1;1;0,125;33;1;2015
PILOSOF NP;1;1;0,250;6;1;2019
PIN P;1;1;0,071;14;1;2009
PINHO AF;1;1;0,167;5;1;2017
PINO AZ;1;1;0,167;1;1;2017
PINTER-WOLLMAN N;3;3;0,250;119;3;2011
PINTON G;1;1;0,167;2;1;2017
PINTOS S;1;1;0,056;175;1;2005
PINYOL I;1;1;0,100;2;1;2013
PIOVAN MT;1;1;0,100;20;1;2013
PIRAINO B;1;1;0,048;117;1;2002
PIRES MA;1;1;0,200;12;1;2018
PIROLLI P;1;1;0,111;2;1;2014
PIROVANO G;1;1;0,200;12;1;2018
PISHKO MV;1;1;0,045;88;1;2001
PITKOW X;1;1;0,333;2;1;2020
PITOU C;1;1;0,167;7;1;2017
PIUNTI M;1;1;0,100;2;1;2013
PIZZIOL S;1;1;0,111;9;1;2014
PIZZOFERRATO R;1;1;0,125;4;1;2015
PIZZUTI C;1;1;0,100;45;1;2013
PLADIS P;1;1;0,111;27;1;2014
PLAGEMANN C;1;1;0,063;4;1;2007
PLAKOLB S;1;1;0,333;3;1;2020
PLATOS J;1;1;0,111;22;1;2014
PLATOSHYN O;1;1;0,083;12;1;2011
PLATT E;1;1;0,111;114;1;2014
PLATT EK;1;1;0,167;57;1;2017
PLATT ML;1;1;0,250;4;1;2019
PLAUT DC;1;1;0,100;28;1;2013
PLAZA I;1;1;0,167;2;1;2017
PLEASE CP;1;1;0,200;4;1;2018
PLIEGO-JIMENEZ J;1;1;0,200;5;1;2018
PLIKYNAS D;2;2;0,222;13;2;2014
PLOEGH HL;1;1;0,167;32;1;2017
PLUCHINO A;2;2;0,111;84;2;2005
PODAIMA BW;1;1;0,071;38;1;2009
PODESTA GP;1;1;0,111;36;1;2014
PODGER G;1;1;0,100;3;1;2013
PODKALICKA A;1;1;0,200;16;1;2018
PODOBNIK B;1;1;0,091;99;1;2012
PODRUZNY KM;1;1;1,000;1;1;2022
POGGI A;1;1;0,100;20;1;2013
POGGI S;1;1;0,111;5;1;2014
POGSON M;1;1;0,143;4;1;2016
POGUE BW;1;1;0,333;4;1;2020
POIRIER LA;1;1;0,032;292;1;1992
POIZAT G;1;1;0,200;5;1;2018
POLAK S;1;1;0,111;14;1;2014
POLAT F;1;1;0,048;2;1;2002
POLETTO C;1;1;0,143;5;1;2016
POLHILL G;1;1;0,167;5;1;2017
POLHILL JG;4;4;0,250;509;4;2007
POLSON JM;1;1;0,200;8;1;2018
POLYZOIS GL;1;1;0,111;4;1;2014
POMPEU DD;1;1;0,500;1;1;2021
PONCON N;1;1;0,071;43;1;2009
PONIRAKIS DW;1;1;0,200;11;1;2018
PONOMARENKO IN;1;1;0,038;18;1;1997
PONSIGLIONE C;1;1;0,077;5;1;2010
PONTA L;1;1;0,083;23;1;2011
PONTICORVO M;1;1;0,167;11;1;2017
PONTIUS W;1;1;0,091;44;1;2012
POOR HV;1;1;0,111;9;1;2014
POPE EC;1;1;0,143;13;1;2016
POPE GA;1;1;0,143;21;1;2016
POPE LC;1;1;0,111;30;1;2014
POPOVIC L;1;1;0,250;8;1;2019
POPPI NR;1;1;0,063;10;1;2007
PORCAR L;1;1;0,077;28;1;2010
PORFIRI M;2;2;0,182;42;2;2012
PORTER MA;1;1;0,200;4;1;2018
PORTOGHESE I;1;1;0,100;34;1;2013
PORTUGAL AA;1;1;0,040;31;1;1998
POSTMES T;1;1;0,333;1;1;2020
POSTOLACHE C;1;1;0,037;11;1;1996
POTTER S;1;1;0,333;2;1;2020
POTTS J;1;1;0,063;19;1;2007
POUGET ER;1;1;0,091;28;1;2012
POULIN R;1;1;0,333;2;1;2020
POULIOPOULOS AN;1;1;0,167;23;1;2017
POURAN B;1;1;0,143;16;1;2016
POURGHOLI M;1;1;0,500;1;1;2021
POURYAYEVALI MR;1;1;0,200;10;1;2018
POVEDA G;1;1;0,111;9;1;2014
POVEDA JI;1;1;0,167;48;1;2017
POWER C;1;1;0,071;27;1;2009
POWER R;1;1;0,100;3;1;2013
PRACHAND N;1;1;0,125;11;1;2015
PRADA-VILLAVERDE A;1;1;0,200;36;1;2018
PRADHAN SK;1;1;0,200;8;1;2018
PRAKASH M;1;1;0,333;4;1;2020
PRANEETVATAKUL S;1;1;0,071;37;1;2009
PRATT SC;2;2;0,111;132;2;2005
PRECHT D;1;1;0,045;8;1;2001
PRECIADO VM;1;1;0,167;4;1;2017
PREECE A;1;1;0,063;6;1;2007
PREIS T;2;2;0,118;152;2;2006
PREMO LS;1;1;0,071;77;1;2009
PRENDINGER H;1;1;0,111;6;1;2014
PRESCOTT SW;1;1;0,050;56;1;2003
PRETSCH T;1;1;0,333;5;1;2020
PREUSS J;1;1;0,071;10;1;2009
PRIEUR C;1;1;0,067;239;1;2008
PRIFLING B;1;1;0,333;37;1;2020
PRIGENT E;1;1;0,125;11;1;2015
PRIYANKA;1;1;0,500;1;1;2021
PROBERT WJM;1;1;0,500;6;1;2021
PROBST C;1;1;0,333;5;1;2020
PROCHASKA JX;1;1;0,500;1;1;2021
